[[1, 0], [0, 1], [-1121, -816]]
[[1, 0], [0, 1], [-1424, -177]]
[[1, 0], [0, 1], [-15104, -159]]
[[1, 0], [0, 1], [-15104, -95]]
[[1, 0], [0, 1], [-160, -59]]
[[1, 0], [0, 1], [-1947, -32]]
[[1, 0], [0, 1], [-20768, -43]]
[[1, 0], [0, 1], [-20768, -483]]
[[1, 0], [0, 1], [-223728, -473]]
[[1, 0], [0, 1], [-28379, -480]]
[[1, 0], [0, 1], [-295, -64]]
[[1, 0], [0, 1], [-3009, -560]]
[[1, 0], [0, 1], [-413, -48]]
[[1, 0], [0, 1], [-4256, -531]]
[[1, 0], [0, 1], [-480, -59]]
[[1, 0], [0, 1], [-531, -224]]
[[1, 0], [0, 1], [-5664, -11]]
[[1, 0], [0, 1], [-5664, -515]]
[[1, 0], [0, 1], [-5723, -96]]
[[1, 0], [0, 1], [-59, -32]]
[[1, 0], [0, 1], [-649, -208]]
[[1, 0], [0, 1], [-944, -105]]
[[1, 0], [0, 1], [-944, -189]]
[[1, 0], [0, 1], [-944, -1]]
[[1, 0], [0, 1], [-944, -21]]
[[1, 0], [0, 1], [-944, -45]]
[[1, 0], [0, 1], [-944, -5]]
[[1, 0], [0, 1], [-944, -9]]
[[1, 0], [0, 1], [-945, -944]]
[[1, 0], [0, 1], [-9499, -160]]
[[1, 0], [0, 1], [-96, -59]]
[[1, 0], [1, 10], [-1019, -160]]
[[1, 0], [1, 10], [-105, -106]]
[[1, 0], [1, 10], [-251, -32]]
[[1, 0], [1, 10], [-293, -98]]
[[1, 0], [1, 10], [-2939, -480]]
[[1, 0], [1, 10], [-299, -590]]
[[1, 0], [1, 10], [-63, -118]]
[[1, 0], [1, 10], [-635, -96]]
[[1, 0], [1, 118], [-17, -944]]
[[1, 0], [1, 118], [-29, -590]]
[[1, 0], [1, 118], [-9, -118]]
[[1, 0], [1, 11], [-20811, -473]]
[[1, 0], [1, 11], [-219, -649]]
[[1, 0], [1, 11], [-2321, -43]]
[[1, 0], [1, 11], [-461, -528]]
[[1, 0], [1, 11], [-945, -11]]
[[1, 0], [1, 11], [-989, -495]]
[[1, 0], [1, 120], [-139, -160]]
[[1, 0], [1, 120], [-299, -480]]
[[1, 0], [1, 128], [-63, -512]]
[[1, 0], [1, 12], [-179, -708]]
[[1, 0], [1, 12], [-21, -16]]
[[1, 0], [1, 12], [-219, -32]]
[[1, 0], [1, 12], [-2459, -480]]
[[1, 0], [1, 12], [-515, -516]]
[[1, 0], [1, 12], [-539, -96]]
[[1, 0], [1, 12], [-61, -236]]
[[1, 0], [1, 12], [-859, -160]]
[[1, 0], [1, 132], [-21, -176]]
[[1, 0], [1, 13], [-155, -767]]
[[1, 0], [1, 14], [-139, -826]]
[[1, 0], [1, 14], [-21, -118]]
[[1, 0], [1, 14], [-979, -490]]
[[1, 0], [1, 158], [-473, -158]]
[[1, 0], [1, 158], [-947, -474]]
[[1, 0], [1, 15], [-187, -32]]
[[1, 0], [1, 15], [-1979, -480]]
[[1, 0], [1, 15], [-443, -96]]
[[1, 0], [1, 15], [-5, -16]]
[[1, 0], [1, 15], [-699, -160]]
[[1, 0], [1, 160], [-119, -160]]
[[1, 0], [1, 160], [-149, -240]]
[[1, 0], [1, 160], [-239, -480]]
[[1, 0], [1, 16], [-119, -944]]
[[1, 0], [1, 16], [-179, -32]]
[[1, 0], [1, 16], [-1859, -480]]
[[1, 0], [1, 16], [-419, -96]]
[[1, 0], [1, 16], [-659, -160]]
[[1, 0], [1, 16], [-71, -192]]
[[1, 0], [1, 177], [-17, -177]]
[[1, 0], [1, 177], [-35, -531]]
[[1, 0], [1, 18], [-107, -864]]
[[1, 0], [1, 18], [-971, -486]]
[[1, 0], [1, 19], [-11, -32]]
[[1, 0], [1, 19], [-949, -95]]
[[1, 0], [1, 20], [-1499, -480]]
[[1, 0], [1, 20], [-155, -32]]
[[1, 0], [1, 20], [-347, -96]]
[[1, 0], [1, 20], [-41, -112]]
[[1, 0], [1, 20], [-539, -160]]
[[1, 0], [1, 20], [-99, -800]]
[[1, 0], [1, 21], [-91, -23]]
[[1, 0], [1, 22], [-29, -48]]
[[1, 0], [1, 22], [-45, -46]]
[[1, 0], [1, 22], [-9, -80]]
[[1, 0], [1, 236], [-11, -708]]
[[1, 0], [1, 236], [-5, -236]]
[[1, 0], [1, 236], [-9, -944]]
[[1, 0], [1, 23], [-91, -736]]
[[1, 0], [1, 23], [-965, -483]]
[[1, 0], [1, 240], [-179, -480]]
[[1, 0], [1, 248], [-61, -496]]
[[1, 0], [1, 24], [-125, -168]]
[[1, 0], [1, 24], [-1259, -480]]
[[1, 0], [1, 24], [-139, -32]]
[[1, 0], [1, 24], [-299, -96]]
[[1, 0], [1, 24], [-459, -160]]
[[1, 0], [1, 24], [-89, -720]]
[[1, 0], [1, 25], [-759, -95]]
[[1, 0], [1, 26], [-7, -64]]
[[1, 0], [1, 28], [-2141, -476]]
[[1, 0], [1, 28], [-237, -28]]
[[1, 0], [1, 28], [-407, -68]]
[[1, 0], [1, 28], [-83, -672]]
[[1, 0], [1, 2], [-1019, -32]]
[[1, 0], [1, 2], [-107, -96]]
[[1, 0], [1, 2], [-1259, -630]]
[[1, 0], [1, 2], [-139, -118]]
[[1, 0], [1, 2], [-14459, -480]]
[[1, 0], [1, 2], [-1479, -590]]
[[1, 0], [1, 2], [-185, -16]]
[[1, 0], [1, 2], [-18959, -158]]
[[1, 0], [1, 2], [-19119, -478]]
[[1, 0], [1, 2], [-2939, -96]]
[[1, 0], [1, 2], [-299, -118]]
[[1, 0], [1, 2], [-473, -2]]
[[1, 0], [1, 2], [-4859, -160]]
[[1, 0], [1, 2], [-5145, -496]]
[[1, 0], [1, 2], [-56405, -474]]
[[1, 0], [1, 2], [-75, -32]]
[[1, 0], [1, 2], [-945, -944]]
[[1, 0], [1, 2], [-947, -6]]
[[1, 0], [1, 2], [-965, -826]]
[[1, 0], [1, 2], [-971, -54]]
[[1, 0], [1, 2], [-979, -70]]
[[1, 0], [1, 30], [-1019, -480]]
[[1, 0], [1, 30], [-123, -32]]
[[1, 0], [1, 30], [-251, -96]]
[[1, 0], [1, 30], [-379, -160]]
[[1, 0], [1, 32], [-119, -32]]
[[1, 0], [1, 32], [-135, -544]]
[[1, 0], [1, 32], [-149, -48]]
[[1, 0], [1, 32], [-209, -80]]
[[1, 0], [1, 32], [-239, -96]]
[[1, 0], [1, 32], [-359, -160]]
[[1, 0], [1, 32], [-509, -240]]
[[1, 0], [1, 32], [-79, -640]]
[[1, 0], [1, 32], [-959, -480]]
[[1, 0], [1, 38], [-75, -608]]
[[1, 0], [1, 39], [-25, -208]]
[[1, 0], [1, 3], [-1133, -567]]
[[1, 0], [1, 3], [-15263, -477]]
[[1, 0], [1, 3], [-1601, -531]]
[[1, 0], [1, 3], [-185, -59]]
[[1, 0], [1, 3], [-1979, -96]]
[[1, 0], [1, 3], [-223, -256]]
[[1, 0], [1, 3], [-25, -16]]
[[1, 0], [1, 3], [-3259, -160]]
[[1, 0], [1, 3], [-359, -192]]
[[1, 0], [1, 3], [-539, -177]]
[[1, 0], [1, 3], [-699, -32]]
[[1, 0], [1, 3], [-755, -672]]
[[1, 0], [1, 3], [-857, -624]]
[[1, 0], [1, 3], [-9659, -480]]
[[1, 0], [1, 40], [-15, -128]]
[[1, 0], [1, 40], [-203, -96]]
[[1, 0], [1, 40], [-299, -160]]
[[1, 0], [1, 40], [-779, -480]]
[[1, 0], [1, 43], [-5675, -473]]
[[1, 0], [1, 43], [-945, -43]]
[[1, 0], [1, 44], [-483, -484]]
[[1, 0], [1, 45], [-5, -48]]
[[1, 0], [1, 472], [-5, -944]]
[[1, 0], [1, 473], [-945, -473]]
[[1, 0], [1, 474], [-473, -474]]
[[1, 0], [1, 476], [-237, -476]]
[[1, 0], [1, 480], [-119, -480]]
[[1, 0], [1, 48], [-179, -96]]
[[1, 0], [1, 48], [-259, -160]]
[[1, 0], [1, 48], [-43, -176]]
[[1, 0], [1, 48], [-659, -480]]
[[1, 0], [1, 48], [-71, -576]]
[[1, 0], [1, 4], [-1079, -540]]
[[1, 0], [1, 4], [-1253, -528]]
[[1, 0], [1, 4], [-14279, -476]]
[[1, 0], [1, 4], [-1499, -96]]
[[1, 0], [1, 4], [-179, -236]]
[[1, 0], [1, 4], [-2141, -68]]
[[1, 0], [1, 4], [-2249, -500]]
[[1, 0], [1, 4], [-237, -4]]
[[1, 0], [1, 4], [-2459, -160]]
[[1, 0], [1, 4], [-473, -944]]
[[1, 0], [1, 4], [-483, -44]]
[[1, 0], [1, 4], [-515, -172]]
[[1, 0], [1, 4], [-533, -708]]
[[1, 0], [1, 4], [-539, -32]]
[[1, 0], [1, 4], [-67, -32]]
[[1, 0], [1, 4], [-683, -608]]
[[1, 0], [1, 4], [-7259, -480]]
[[1, 0], [1, 4], [-83, -96]]
[[1, 0], [1, 4], [-951, -28]]
[[1, 0], [1, 4], [-99, -160]]
[[1, 0], [1, 531], [-17, -531]]
[[1, 0], [1, 53], [-953, -477]]
[[1, 0], [1, 56], [-35, -72]]
[[1, 0], [1, 56], [-69, -560]]
[[1, 0], [1, 590], [-9, -590]]
[[1, 0], [1, 59], [-17, -59]]
[[1, 0], [1, 59], [-33, -944]]
[[1, 0], [1, 59], [-35, -177]]
[[1, 0], [1, 59], [-43, -649]]
[[1, 0], [1, 59], [-89, -531]]
[[1, 0], [1, 5], [-1049, -525]]
[[1, 0], [1, 5], [-1211, -96]]
[[1, 0], [1, 5], [-15199, -475]]
[[1, 0], [1, 5], [-1979, -160]]
[[1, 0], [1, 5], [-443, -32]]
[[1, 0], [1, 5], [-5819, -480]]
[[1, 0], [1, 5], [-759, -19]]
[[1, 0], [1, 5], [-77, -177]]
[[1, 0], [1, 5], [-949, -25]]
[[1, 0], [1, 60], [-155, -96]]
[[1, 0], [1, 60], [-219, -160]]
