[[1, 0], [0, 1], [-123, -2]]
[[1, 0], [0, 1], [-123, -62]]
[[1, 0], [0, 1], [-164, -11]]
[[1, 0], [0, 1], [-164, -15]]
[[1, 0], [0, 1], [-164, -3]]
[[1, 0], [0, 1], [-164, -55]]
[[1, 0], [0, 1], [-1763, -42]]
[[1, 0], [0, 1], [-287, -48]]
[[1, 0], [0, 1], [-287, -6]]
[[1, 0], [0, 1], [-328, -47]]
[[1, 0], [0, 1], [-328, -7]]
[[1, 0], [0, 1], [-41, -14]]
[[1, 0], [0, 1], [-41, -1]]
[[1, 0], [0, 1], [-41, -21]]
[[1, 0], [0, 1], [-41, -2]]
[[1, 0], [0, 1], [-41, -3]]
[[1, 0], [0, 1], [-41, -6]]
[[1, 0], [0, 1], [-41, -7]]
[[1, 0], [0, 1], [-42, -41]]
[[1, 0], [0, 1], [-615, -14]]
[[1, 0], [0, 1], [-615, -44]]
[[1, 0], [0, 1], [-82, -1]]
[[1, 0], [0, 1], [-83, -82]]
[[1, 0], [0, 1], [-902, -21]]
[[1, 0], [0, 1], [-902, -43]]
[[1, 0], [1, 11], [-43, -22]]
[[1, 0], [1, 123], [-2, -123]]
[[1, 0], [1, 12], [-15, -16]]
[[1, 0], [1, 14], [-104, -21]]
[[1, 0], [1, 14], [-167, -42]]
[[1, 0], [1, 14], [-83, -14]]
[[1, 0], [1, 15], [-44, -45]]
[[1, 0], [1, 21], [-125, -42]]
[[1, 0], [1, 21], [-83, -21]]
[[1, 0], [1, 22], [-43, -44]]
[[1, 0], [1, 2], [-104, -3]]
[[1, 0], [1, 2], [-114, -23]]
[[1, 0], [1, 2], [-167, -6]]
[[1, 0], [1, 2], [-175, -22]]
[[1, 0], [1, 2], [-188, -7]]
[[1, 0], [1, 2], [-335, -14]]
[[1, 0], [1, 2], [-42, -41]]
[[1, 0], [1, 2], [-43, -4]]
[[1, 0], [1, 2], [-47, -12]]
[[1, 0], [1, 2], [-482, -21]]
[[1, 0], [1, 2], [-55, -28]]
[[1, 0], [1, 2], [-74, -25]]
[[1, 0], [1, 2], [-83, -2]]
[[1, 0], [1, 2], [-83, -82]]
[[1, 0], [1, 2], [-923, -42]]
[[1, 0], [1, 3], [-125, -6]]
[[1, 0], [1, 3], [-139, -7]]
[[1, 0], [1, 3], [-15, -4]]
[[1, 0], [1, 3], [-179, -45]]
[[1, 0], [1, 3], [-21, -22]]
[[1, 0], [1, 3], [-237, -14]]
[[1, 0], [1, 3], [-29, -5]]
[[1, 0], [1, 3], [-33, -17]]
[[1, 0], [1, 3], [-335, -21]]
[[1, 0], [1, 3], [-44, -9]]
[[1, 0], [1, 3], [-62, -63]]
[[1, 0], [1, 3], [-629, -42]]
[[1, 0], [1, 3], [-83, -3]]
[[1, 0], [1, 41], [-2, -41]]
[[1, 0], [1, 41], [-3, -41]]
[[1, 0], [1, 41], [-5, -82]]
[[1, 0], [1, 42], [-83, -42]]
[[1, 0], [1, 43], [-42, -43]]
[[1, 0], [1, 4], [-14, -15]]
[[1, 0], [1, 4], [-175, -44]]
[[1, 0], [1, 4], [-47, -24]]
[[1, 0], [1, 4], [-54, -11]]
[[1, 0], [1, 4], [-55, -56]]
[[1, 0], [1, 5], [-44, -15]]
[[1, 0], [1, 6], [-139, -14]]
[[1, 0], [1, 6], [-15, -8]]
[[1, 0], [1, 6], [-188, -21]]
[[1, 0], [1, 6], [-335, -42]]
[[1, 0], [1, 6], [-83, -6]]
[[1, 0], [1, 6], [-90, -7]]
[[1, 0], [1, 7], [-125, -14]]
[[1, 0], [1, 7], [-167, -21]]
[[1, 0], [1, 7], [-293, -42]]
[[1, 0], [1, 7], [-48, -49]]
[[1, 0], [1, 7], [-7, -8]]
[[1, 0], [1, 7], [-83, -7]]
[[1, 0], [1, 82], [-3, -82]]
[[1, 0], [1, 8], [-47, -48]]
[[1, 0], [1, 9], [-29, -15]]
[[1, 0], [10, 123], [-11, -123]]
[[1, 0], [10, 41], [-12, -41]]
[[1, 0], [10, 41], [-23, -82]]
[[1, 0], [11, 41], [-12, -41]]
[[1, 0], [11, 41], [-13, -41]]
[[1, 0], [11, 41], [-25, -82]]
[[1, 0], [11, 82], [-13, -82]]
[[1, 0], [12, 41], [-13, -41]]
