[[1, 0], [0, 1], [-100, -99]]
[[1, 0], [0, 1], [-108, -11]]
[[1, 0], [0, 1], [-1089, -109]]
[[1, 0], [0, 1], [-1089, -10]]
[[1, 0], [0, 1], [-1199, -108]]
[[1, 0], [0, 1], [-198, -1]]
[[1, 0], [0, 1], [-199, -198]]
[[1, 0], [0, 1], [-207, -22]]
[[1, 0], [0, 1], [-2079, -104]]
[[1, 0], [0, 1], [-2079, -20]]
[[1, 0], [0, 1], [-209, -189]]
[[1, 0], [0, 1], [-22, -9]]
[[1, 0], [0, 1], [-2574, -103]]
[[1, 0], [0, 1], [-2574, -25]]
[[1, 0], [0, 1], [-27, -11]]
[[1, 0], [0, 1], [-279, -154]]
[[1, 0], [0, 1], [-297, -149]]
[[1, 0], [0, 1], [-297, -2]]
[[1, 0], [0, 1], [-308, -27]]
[[1, 0], [0, 1], [-319, -144]]
[[1, 0], [0, 1], [-324, -143]]
[[1, 0], [0, 1], [-374, -135]]
[[1, 0], [0, 1], [-495, -124]]
[[1, 0], [0, 1], [-495, -4]]
[[1, 0], [0, 1], [-504, -55]]
[[1, 0], [0, 1], [-5049, -101]]
[[1, 0], [0, 1], [-5049, -50]]
[[1, 0], [0, 1], [-549, -121]]
[[1, 0], [0, 1], [-55, -9]]
[[1, 0], [0, 1], [-594, -119]]
[[1, 0], [0, 1], [-594, -5]]
[[1, 0], [0, 1], [-605, -54]]
[[1, 0], [0, 1], [-649, -117]]
[[1, 0], [0, 1], [-77, -27]]
[[1, 0], [0, 1], [-99, -1]]
[[1, 0], [0, 1], [-99, -25]]
[[1, 0], [0, 1], [-99, -4]]
[[1, 0], [0, 1], [-999, -110]]
[[1, 0], [0, 1], [-9999, -100]]
[[1, 0], [1, 100], [-199, -100]]
[[1, 0], [1, 101], [-100, -101]]
[[1, 0], [1, 102], [-67, -102]]
[[1, 0], [1, 105], [-34, -105]]
[[1, 0], [1, 108], [-23, -108]]
[[1, 0], [1, 10], [-1099, -100]]
[[1, 0], [1, 10], [-119, -110]]
[[1, 0], [1, 10], [-199, -10]]
[[1, 0], [1, 10], [-20, -11]]
[[1, 0], [1, 10], [-299, -20]]
[[1, 0], [1, 10], [-31, -22]]
[[1, 0], [1, 10], [-349, -25]]
[[1, 0], [1, 10], [-599, -50]]
[[1, 0], [1, 10], [-64, -55]]
[[1, 0], [1, 110], [-19, -110]]
[[1, 0], [1, 11], [-109, -110]]
[[1, 0], [1, 11], [-19, -11]]
[[1, 0], [1, 11], [-19, -99]]
[[1, 0], [1, 11], [-29, -22]]
[[1, 0], [1, 11], [-37, -198]]
[[1, 0], [1, 11], [-41, -154]]
[[1, 0], [1, 11], [-59, -55]]
[[1, 0], [1, 11], [-65, -121]]
[[1, 0], [1, 121], [-10, -121]]
[[1, 0], [1, 12], [-119, -108]]
[[1, 0], [1, 12], [-14, -33]]
[[1, 0], [1, 12], [-19, -30]]
[[1, 0], [1, 12], [-25, -66]]
[[1, 0], [1, 12], [-38, -27]]
[[1, 0], [1, 12], [-47, -132]]
[[1, 0], [1, 12], [-5, -27]]
[[1, 0], [1, 12], [-65, -54]]
[[1, 0], [1, 12], [-7, -18]]
[[1, 0], [1, 132], [-7, -132]]
[[1, 0], [1, 13], [-103, -52]]
[[1, 0], [1, 13], [-38, -143]]
[[1, 0], [1, 13], [-64, -117]]
[[1, 0], [1, 15], [-139, -105]]
[[1, 0], [1, 15], [-29, -165]]
[[1, 0], [1, 15], [-34, -15]]
[[1, 0], [1, 15], [-41, -21]]
[[1, 0], [1, 15], [-7, -33]]
[[1, 0], [1, 165], [-4, -165]]
[[1, 0], [1, 16], [-31, -144]]
[[1, 0], [1, 18], [-20, -63]]
[[1, 0], [1, 18], [-23, -198]]
[[1, 0], [1, 18], [-29, -27]]
[[1, 0], [1, 18], [-47, -54]]
[[1, 0], [1, 18], [-83, -108]]
[[1, 0], [1, 20], [-199, -20]]
[[1, 0], [1, 20], [-224, -25]]
[[1, 0], [1, 20], [-349, -50]]
[[1, 0], [1, 20], [-599, -100]]
[[1, 0], [1, 21], [-104, -105]]
[[1, 0], [1, 21], [-20, -189]]
[[1, 0], [1, 21], [-34, -21]]
[[1, 0], [1, 22], [-10, -99]]
[[1, 0], [1, 22], [-19, -198]]
[[1, 0], [1, 22], [-19, -22]]
[[1, 0], [1, 22], [-34, -55]]
[[1, 0], [1, 22], [-59, -110]]
[[1, 0], [1, 24], [-19, -60]]
[[1, 0], [1, 24], [-5, -54]]
[[1, 0], [1, 24], [-7, -36]]
[[1, 0], [1, 25], [-199, -25]]
[[1, 0], [1, 25], [-299, -50]]
[[1, 0], [1, 25], [-4, -45]]
[[1, 0], [1, 25], [-499, -100]]
[[1, 0], [1, 26], [-103, -104]]
[[1, 0], [1, 27], [-17, -162]]
[[1, 0], [1, 27], [-23, -27]]
[[1, 0], [1, 27], [-35, -54]]
[[1, 0], [1, 27], [-59, -108]]
[[1, 0], [1, 2], [-100, -99]]
[[1, 0], [1, 2], [-103, -8]]
[[1, 0], [1, 2], [-1099, -20]]
[[1, 0], [1, 2], [-119, -22]]
[[1, 0], [1, 2], [-1349, -25]]
[[1, 0], [1, 2], [-155, -13]]
[[1, 0], [1, 2], [-173, -27]]
[[1, 0], [1, 2], [-199, -198]]
[[1, 0], [1, 2], [-199, -2]]
[[1, 0], [1, 2], [-2599, -50]]
[[1, 0], [1, 2], [-284, -55]]
[[1, 0], [1, 2], [-299, -4]]
[[1, 0], [1, 2], [-31, -18]]
[[1, 0], [1, 2], [-335, -54]]
[[1, 0], [1, 2], [-349, -5]]
[[1, 0], [1, 2], [-5099, -100]]
[[1, 0], [1, 2], [-559, -110]]
[[1, 0], [1, 2], [-599, -10]]
[[1, 0], [1, 2], [-64, -11]]
[[1, 0], [1, 2], [-659, -108]]
[[1, 0], [1, 33], [-13, -198]]
[[1, 0], [1, 33], [-14, -165]]
[[1, 0], [1, 33], [-19, -132]]
[[1, 0], [1, 33], [-4, -33]]
[[1, 0], [1, 33], [-7, -33]]
[[1, 0], [1, 33], [-7, -99]]
[[1, 0], [1, 36], [-29, -54]]
[[1, 0], [1, 36], [-4, -45]]
[[1, 0], [1, 36], [-47, -108]]
[[1, 0], [1, 39], [-25, -117]]
[[1, 0], [1, 3], [-101, -6]]
[[1, 0], [1, 3], [-104, -15]]
[[1, 0], [1, 3], [-1189, -102]]
[[1, 0], [1, 3], [-119, -27]]
[[1, 0], [1, 3], [-119, -60]]
[[1, 0], [1, 3], [-133, -198]]
[[1, 0], [1, 3], [-139, -165]]
[[1, 0], [1, 3], [-139, -21]]
[[1, 0], [1, 3], [-149, -150]]
[[1, 0], [1, 3], [-151, -57]]
[[1, 0], [1, 3], [-179, -132]]
[[1, 0], [1, 3], [-20, -27]]
[[1, 0], [1, 3], [-227, -54]]
[[1, 0], [1, 3], [-25, -9]]
[[1, 0], [1, 3], [-259, -117]]
[[1, 0], [1, 3], [-29, -33]]
[[1, 0], [1, 3], [-34, -3]]
[[1, 0], [1, 3], [-443, -108]]
[[1, 0], [1, 3], [-47, -33]]
[[1, 0], [1, 3], [-611, -51]]
[[1, 0], [1, 3], [-629, -105]]
[[1, 0], [1, 3], [-67, -3]]
[[1, 0], [1, 3], [-67, -99]]
[[1, 0], [1, 3], [-71, -81]]
[[1, 0], [1, 3], [-79, -72]]
[[1, 0], [1, 3], [-91, -66]]
[[1, 0], [1, 45], [-14, -135]]
[[1, 0], [1, 48], [-7, -72]]
[[1, 0], [1, 4], [-1349, -50]]
[[1, 0], [1, 4], [-155, -26]]
[[1, 0], [1, 4], [-173, -54]]
[[1, 0], [1, 4], [-199, -4]]
[[1, 0], [1, 4], [-224, -5]]
[[1, 0], [1, 4], [-2599, -100]]
[[1, 0], [1, 4], [-31, -36]]
[[1, 0], [1, 4], [-335, -108]]
[[1, 0], [1, 4], [-349, -10]]
[[1, 0], [1, 4], [-599, -20]]
[[1, 0], [1, 4], [-724, -25]]
[[1, 0], [1, 4], [-92, -27]]
[[1, 0], [1, 50], [-199, -50]]
