[[1, 0], [0, 1], [-100, -59]]
[[1, 0], [0, 1], [-1035, -413]]
[[1, 0], [0, 1], [-1121, -170]]
[[1, 0], [0, 1], [-11210, -303]]
[[1, 0], [0, 1], [-11210, -37]]
[[1, 0], [0, 1], [-118, -35]]
[[1, 0], [0, 1], [-118, -5]]
[[1, 0], [0, 1], [-118, -85]]
[[1, 0], [0, 1], [-1475, -164]]
[[1, 0], [0, 1], [-1475, -369]]
[[1, 0], [0, 1], [-1475, -4]]
[[1, 0], [0, 1], [-1475, -9]]
[[1, 0], [0, 1], [-14750, -149]]
[[1, 0], [0, 1], [-14750, -99]]
[[1, 0], [0, 1], [-150, -59]]
[[1, 0], [0, 1], [-1534, -25]]
[[1, 0], [0, 1], [-177, -5]]
[[1, 0], [0, 1], [-1770, -11]]
[[1, 0], [0, 1], [-1770, -161]]
[[1, 0], [0, 1], [-1770, -23]]
[[1, 0], [0, 1], [-1770, -77]]
[[1, 0], [0, 1], [-1775, -354]]
[[1, 0], [0, 1], [-17759, -300]]
[[1, 0], [0, 1], [-22125, -299]]
[[1, 0], [0, 1], [-22125, -74]]
[[1, 0], [0, 1], [-236, -15]]
[[1, 0], [0, 1], [-2478, -335]]
[[1, 0], [0, 1], [-2655, -332]]
[[1, 0], [0, 1], [-2655, -8]]
[[1, 0], [0, 1], [-295, -148]]
[[1, 0], [0, 1], [-295, -1]]
[[1, 0], [0, 1], [-295, -2]]
[[1, 0], [0, 1], [-295, -37]]
[[1, 0], [0, 1], [-295, -8]]
[[1, 0], [0, 1], [-296, -295]]
[[1, 0], [0, 1], [-300, -59]]
[[1, 0], [0, 1], [-3009, -50]]
[[1, 0], [0, 1], [-3068, -155]]
[[1, 0], [0, 1], [-395, -236]]
[[1, 0], [0, 1], [-413, -230]]
[[1, 0], [0, 1], [-413, -90]]
[[1, 0], [0, 1], [-4130, -153]]
[[1, 0], [0, 1], [-4130, -27]]
[[1, 0], [0, 1], [-43955, -148]]
[[1, 0], [0, 1], [-43955, -297]]
[[1, 0], [0, 1], [-4484, -75]]
[[1, 0], [0, 1], [-4661, -315]]
[[1, 0], [0, 1], [-472, -215]]
[[1, 0], [0, 1], [-472, -55]]
[[1, 0], [0, 1], [-5015, -152]]
[[1, 0], [0, 1], [-5015, -33]]
[[1, 0], [0, 1], [-531, -35]]
[[1, 0], [0, 1], [-59, -25]]
