[[1, 0], [0, 1], [-112, -31]]
[[1, 0], [0, 1], [-1209, -77]]
[[1, 0], [0, 1], [-124, -35]]
[[1, 0], [0, 1], [-124, -7]]
[[1, 0], [0, 1], [-1240, -119]]
[[1, 0], [0, 1], [-147, -62]]
[[1, 0], [0, 1], [-1519, -20]]
[[1, 0], [0, 1], [-1519, -76]]
[[1, 0], [0, 1], [-155, -14]]
[[1, 0], [0, 1], [-155, -84]]
[[1, 0], [0, 1], [-1743, -248]]
[[1, 0], [0, 1], [-175, -124]]
[[1, 0], [0, 1], [-1767, -56]]
[[1, 0], [0, 1], [-186, -119]]
[[1, 0], [0, 1], [-186, -77]]
[[1, 0], [0, 1], [-217, -109]]
[[1, 0], [0, 1], [-217, -1]]
[[1, 0], [0, 1], [-217, -2]]
[[1, 0], [0, 1], [-218, -217]]
[[1, 0], [0, 1], [-224, -31]]
[[1, 0], [0, 1], [-23870, -109]]
[[1, 0], [0, 1], [-23870, -219]]
[[1, 0], [0, 1], [-248, -7]]
[[1, 0], [0, 1], [-279, -98]]
[[1, 0], [0, 1], [-31, -14]]
[[1, 0], [0, 1], [-31, -28]]
[[1, 0], [0, 1], [-31, -7]]
[[1, 0], [0, 1], [-3255, -44]]
[[1, 0], [0, 1], [-3255, -74]]
[[1, 0], [0, 1], [-329, -93]]
[[1, 0], [0, 1], [-341, -21]]
[[1, 0], [0, 1], [-3503, -112]]
[[1, 0], [0, 1], [-3596, -231]]
[[1, 0], [0, 1], [-364, -155]]
[[1, 0], [0, 1], [-434, -145]]
[[1, 0], [0, 1], [-434, -15]]
[[1, 0], [0, 1], [-434, -1]]
[[1, 0], [0, 1], [-434, -29]]
[[1, 0], [0, 1], [-434, -3]]
[[1, 0], [0, 1], [-434, -5]]
[[1, 0], [0, 1], [-434, -87]]
[[1, 0], [0, 1], [-435, -434]]
[[1, 0], [0, 1], [-441, -62]]
[[1, 0], [0, 1], [-465, -14]]
[[1, 0], [0, 1], [-47523, -218]]
[[1, 0], [0, 1], [-527, -84]]
[[1, 0], [0, 1], [-56, -31]]
