[[1, 0], [0, 1], [-13019, -140]]
[[1, 0], [0, 1], [-13019, -93]]
[[1, 0], [0, 1], [-1385, -14]]
[[1, 0], [0, 1], [-1385, -154]]
[[1, 0], [0, 1], [-1385, -99]]
[[1, 0], [0, 1], [-1385, -9]]
[[1, 0], [0, 1], [-1939, -20]]
[[1, 0], [0, 1], [-1939, -97]]
[[1, 0], [0, 1], [-277, -139]]
[[1, 0], [0, 1], [-277, -1]]
[[1, 0], [0, 1], [-277, -2]]
[[1, 0], [0, 1], [-278, -277]]
[[1, 0], [0, 1], [-3324, -35]]
[[1, 0], [0, 1], [-3324, -95]]
[[1, 0], [0, 1], [-38780, -139]]
[[1, 0], [0, 1], [-38780, -279]]
[[1, 0], [0, 1], [-4432, -143]]
[[1, 0], [0, 1], [-4432, -31]]
[[1, 0], [0, 1], [-5263, -56]]
[[1, 0], [0, 1], [-5263, -94]]
[[1, 0], [0, 1], [-554, -111]]
[[1, 0], [0, 1], [-554, -15]]
[[1, 0], [0, 1], [-554, -185]]
[[1, 0], [0, 1], [-554, -1]]
[[1, 0], [0, 1], [-554, -37]]
[[1, 0], [0, 1], [-554, -3]]
[[1, 0], [0, 1], [-554, -5]]
[[1, 0], [0, 1], [-555, -554]]
[[1, 0], [0, 1], [-77283, -278]]
[[1, 0], [0, 1], [-831, -104]]
[[1, 0], [0, 1], [-831, -26]]
[[1, 0], [0, 1], [-831, -2]]
[[1, 0], [0, 1], [-831, -32]]
[[1, 0], [0, 1], [-831, -416]]
[[1, 0], [0, 1], [-831, -8]]
[[1, 0], [1, 10], [-1399, -140]]
[[1, 0], [1, 10], [-154, -155]]
[[1, 0], [1, 10], [-223, -14]]
[[1, 0], [1, 10], [-279, -20]]
[[1, 0], [1, 10], [-419, -35]]
[[1, 0], [1, 10], [-615, -56]]
[[1, 0], [1, 10], [-86, -29]]
[[1, 0], [1, 11], [-857, -286]]
[[1, 0], [1, 12], [-95, -32]]
[[1, 0], [1, 139], [-555, -139]]
[[1, 0], [1, 139], [-833, -278]]
[[1, 0], [1, 140], [-279, -280]]
[[1, 0], [1, 14], [-1959, -280]]
[[1, 0], [1, 14], [-279, -28]]
[[1, 0], [1, 14], [-359, -40]]
[[1, 0], [1, 14], [-559, -70]]
[[1, 0], [1, 15], [-170, -57]]
[[1, 0], [1, 15], [-99, -100]]
[[1, 0], [1, 16], [-143, -72]]
[[1, 0], [1, 16], [-37, -38]]
[[1, 0], [1, 18], [-95, -48]]
[[1, 0], [1, 19], [-569, -285]]
[[1, 0], [1, 20], [-1399, -280]]
[[1, 0], [1, 20], [-223, -28]]
[[1, 0], [1, 20], [-279, -40]]
[[1, 0], [1, 20], [-419, -70]]
[[1, 0], [1, 21], [-97, -98]]
[[1, 0], [1, 277], [-2, -277]]
[[1, 0], [1, 277], [-3, -277]]
[[1, 0], [1, 277], [-5, -554]]
[[1, 0], [1, 278], [-555, -278]]
[[1, 0], [1, 279], [-278, -279]]
[[1, 0], [1, 27], [-32, -33]]
[[1, 0], [1, 28], [-209, -35]]
[[1, 0], [1, 28], [-279, -56]]
[[1, 0], [1, 28], [-559, -140]]
[[1, 0], [1, 2], [-13159, -280]]
[[1, 0], [1, 2], [-1399, -28]]
[[1, 0], [1, 2], [-140, -3]]
[[1, 0], [1, 2], [-143, -9]]
[[1, 0], [1, 2], [-1539, -308]]
[[1, 0], [1, 2], [-154, -31]]
[[1, 0], [1, 2], [-185, -93]]
[[1, 0], [1, 2], [-1959, -40]]
[[1, 0], [1, 2], [-19598, -139]]
[[1, 0], [1, 2], [-278, -277]]
[[1, 0], [1, 2], [-279, -4]]
[[1, 0], [1, 2], [-3359, -70]]
[[1, 0], [1, 2], [-38919, -278]]
[[1, 0], [1, 2], [-419, -7]]
[[1, 0], [1, 2], [-440, -49]]
[[1, 0], [1, 2], [-4575, -286]]
[[1, 0], [1, 2], [-555, -2]]
[[1, 0], [1, 2], [-555, -554]]
[[1, 0], [1, 2], [-559, -10]]
[[1, 0], [1, 2], [-591, -74]]
[[1, 0], [1, 2], [-729, -73]]
[[1, 0], [1, 2], [-739, -370]]
[[1, 0], [1, 31], [-1394, -279]]
[[1, 0], [1, 31], [-278, -31]]
[[1, 0], [1, 31], [-557, -93]]
[[1, 0], [1, 32], [-143, -144]]
[[1, 0], [1, 35], [-199, -40]]
[[1, 0], [1, 35], [-279, -70]]
[[1, 0], [1, 35], [-839, -280]]
[[1, 0], [1, 36], [-95, -96]]
[[1, 0], [1, 3], [-104, -35]]
[[1, 0], [1, 3], [-111, -56]]
[[1, 0], [1, 3], [-13112, -279]]
[[1, 0], [1, 3], [-139, -140]]
[[1, 0], [1, 3], [-1484, -297]]
[[1, 0], [1, 3], [-1580, -31]]
[[1, 0], [1, 3], [-2036, -291]]
[[1, 0], [1, 3], [-278, -3]]
[[1, 0], [1, 3], [-3419, -285]]
[[1, 0], [1, 3], [-403, -101]]
[[1, 0], [1, 3], [-416, -417]]
[[1, 0], [1, 3], [-4463, -93]]
[[1, 0], [1, 3], [-5357, -282]]
[[1, 0], [1, 3], [-557, -9]]
[[1, 0], [1, 3], [-665, -333]]
[[1, 0], [1, 3], [-863, -96]]
[[1, 0], [1, 3], [-935, -312]]
[[1, 0], [1, 3], [-939, -47]]
[[1, 0], [1, 3], [-94, -5]]
[[1, 0], [1, 3], [-95, -8]]
[[1, 0], [1, 3], [-97, -14]]
[[1, 0], [1, 3], [-99, -20]]
[[1, 0], [1, 40], [-223, -56]]
[[1, 0], [1, 40], [-419, -140]]
[[1, 0], [1, 4], [-1399, -56]]
[[1, 0], [1, 4], [-143, -18]]
[[1, 0], [1, 4], [-185, -186]]
[[1, 0], [1, 4], [-209, -5]]
[[1, 0], [1, 4], [-279, -8]]
[[1, 0], [1, 4], [-3359, -140]]
[[1, 0], [1, 4], [-419, -14]]
[[1, 0], [1, 4], [-559, -20]]
[[1, 0], [1, 4], [-591, -148]]
[[1, 0], [1, 4], [-729, -146]]
[[1, 0], [1, 4], [-909, -35]]
[[1, 0], [1, 554], [-3, -554]]
[[1, 0], [1, 56], [-209, -70]]
[[1, 0], [1, 56], [-559, -280]]
[[1, 0], [1, 57], [-94, -95]]
[[1, 0], [1, 5], [-1399, -70]]
[[1, 0], [1, 5], [-170, -19]]
[[1, 0], [1, 5], [-223, -7]]
[[1, 0], [1, 5], [-279, -10]]
[[1, 0], [1, 5], [-5319, -280]]
[[1, 0], [1, 5], [-615, -28]]
[[1, 0], [1, 5], [-839, -40]]
[[1, 0], [1, 6], [-111, -112]]
[[1, 0], [1, 6], [-440, -147]]
[[1, 0], [1, 6], [-939, -94]]
[[1, 0], [1, 6], [-95, -16]]
[[1, 0], [1, 70], [-279, -140]]
[[1, 0], [1, 7], [-1959, -140]]
[[1, 0], [1, 7], [-199, -8]]
[[1, 0], [1, 7], [-279, -14]]
[[1, 0], [1, 7], [-359, -20]]
[[1, 0], [1, 7], [-559, -35]]
[[1, 0], [1, 7], [-839, -56]]
[[1, 0], [1, 831], [-2, -831]]
[[1, 0], [1, 8], [-143, -36]]
[[1, 0], [1, 8], [-209, -10]]
[[1, 0], [1, 8], [-3359, -280]]
[[1, 0], [1, 8], [-37, -19]]
[[1, 0], [1, 8], [-419, -28]]
[[1, 0], [1, 8], [-559, -40]]
[[1, 0], [1, 8], [-591, -296]]
[[1, 0], [1, 8], [-909, -70]]
[[1, 0], [1, 93], [-278, -93]]
[[1, 0], [1, 93], [-557, -279]]
[[1, 0], [1, 94], [-140, -141]]
[[1, 0], [1, 9], [-104, -105]]
[[1, 0], [1, 9], [-1580, -93]]
[[1, 0], [1, 9], [-278, -9]]
[[1, 0], [1, 9], [-32, -11]]
[[1, 0], [1, 9], [-4463, -279]]
[[1, 0], [1, 9], [-619, -31]]
[[1, 0], [1, 9], [-863, -288]]
[[1, 0], [1, 9], [-95, -24]]
[[1, 0], [10, 277], [-11, -277]]
[[1, 0], [10, 277], [-12, -277]]
[[1, 0], [10, 277], [-23, -554]]
[[1, 0], [10, 831], [-11, -831]]
[[1, 0], [100, 277], [-102, -277]]
[[1, 0], [100, 277], [-203, -554]]
[[1, 0], [100, 831], [-101, -831]]
[[1, 0], [101, 277], [-103, -277]]
[[1, 0], [101, 277], [-205, -554]]
[[1, 0], [101, 554], [-103, -554]]
[[1, 0], [102, 277], [-104, -277]]
[[1, 0], [102, 277], [-207, -554]]
[[1, 0], [103, 277], [-105, -277]]
[[1, 0], [103, 277], [-209, -554]]
[[1, 0], [103, 554], [-105, -554]]
[[1, 0], [104, 277], [-106, -277]]
[[1, 0], [104, 277], [-211, -554]]
[[1, 0], [105, 277], [-107, -277]]
[[1, 0], [105, 277], [-213, -554]]
[[1, 0], [105, 554], [-107, -554]]
[[1, 0], [106, 277], [-108, -277]]
[[1, 0], [106, 277], [-215, -554]]
[[1, 0], [106, 831], [-107, -831]]
[[1, 0], [107, 277], [-109, -277]]
[[1, 0], [107, 277], [-217, -554]]
[[1, 0], [107, 554], [-109, -554]]
[[1, 0], [108, 277], [-110, -277]]
[[1, 0], [108, 277], [-219, -554]]
[[1, 0], [109, 277], [-111, -277]]
[[1, 0], [109, 277], [-221, -554]]
[[1, 0], [109, 554], [-111, -554]]
[[1, 0], [11, 277], [-12, -277]]
[[1, 0], [11, 277], [-13, -277]]
[[1, 0], [11, 277], [-25, -554]]
[[1, 0], [11, 554], [-13, -554]]
[[1, 0], [110, 277], [-112, -277]]
[[1, 0], [110, 277], [-223, -554]]
[[1, 0], [111, 277], [-113, -277]]
[[1, 0], [111, 277], [-225, -554]]
[[1, 0], [111, 554], [-113, -554]]
[[1, 0], [112, 277], [-114, -277]]
[[1, 0], [112, 277], [-227, -554]]
[[1, 0], [112, 831], [-113, -831]]
[[1, 0], [113, 277], [-115, -277]]
[[1, 0], [113, 277], [-229, -554]]
[[1, 0], [113, 554], [-115, -554]]
[[1, 0], [114, 277], [-116, -277]]
[[1, 0], [114, 277], [-231, -554]]
[[1, 0], [115, 277], [-117, -277]]
[[1, 0], [115, 277], [-233, -554]]
[[1, 0], [115, 554], [-117, -554]]
[[1, 0], [115, 831], [-116, -831]]
[[1, 0], [116, 277], [-117, -277]]
[[1, 0], [116, 277], [-118, -277]]
[[1, 0], [116, 277], [-235, -554]]
[[1, 0], [117, 277], [-119, -277]]
[[1, 0], [117, 277], [-237, -554]]
[[1, 0], [117, 554], [-119, -554]]
[[1, 0], [118, 277], [-120, -277]]
[[1, 0], [118, 277], [-239, -554]]
[[1, 0], [118, 831], [-119, -831]]
[[1, 0], [119, 277], [-121, -277]]
