[[1, 0], [0, 1], [-1029, -206]]
[[1, 0], [0, 1], [-1029, -2]]
[[1, 0], [0, 1], [-1029, -515]]
[[1, 0], [0, 1], [-1029, -5]]
[[1, 0], [0, 1], [-118335, -344]]
[[1, 0], [0, 1], [-12005, -174]]
[[1, 0], [0, 1], [-12005, -69]]
[[1, 0], [0, 1], [-15092, -351]]
[[1, 0], [0, 1], [-15092, -43]]
[[1, 0], [0, 1], [-1715, -39]]
[[1, 0], [0, 1], [-1715, -429]]
[[1, 0], [0, 1], [-1715, -44]]
[[1, 0], [0, 1], [-1715, -4]]
[[1, 0], [0, 1], [-19894, -115]]
[[1, 0], [0, 1], [-19894, -173]]
[[1, 0], [0, 1], [-2058, -29]]
[[1, 0], [0, 1], [-2058, -71]]
[[1, 0], [0, 1], [-2744, -15]]
[[1, 0], [0, 1], [-2744, -183]]
[[1, 0], [0, 1], [-29841, -347]]
[[1, 0], [0, 1], [-29841, -86]]
[[1, 0], [0, 1], [-3087, -386]]
[[1, 0], [0, 1], [-3087, -8]]
[[1, 0], [0, 1], [-343, -172]]
[[1, 0], [0, 1], [-343, -1]]
[[1, 0], [0, 1], [-343, -2]]
[[1, 0], [0, 1], [-343, -43]]
[[1, 0], [0, 1], [-343, -4]]
[[1, 0], [0, 1], [-343, -86]]
[[1, 0], [0, 1], [-343, -8]]
[[1, 0], [0, 1], [-344, -343]]
[[1, 0], [0, 1], [-4116, -179]]
[[1, 0], [0, 1], [-4116, -23]]
[[1, 0], [0, 1], [-59339, -172]]
[[1, 0], [0, 1], [-59339, -345]]
[[1, 0], [0, 1], [-686, -1]]
[[1, 0], [0, 1], [-686, -229]]
[[1, 0], [0, 1], [-686, -3]]
[[1, 0], [0, 1], [-687, -686]]
[[1, 0], [1, 1029], [-2, -1029]]
[[1, 0], [1, 10], [-71, -24]]
[[1, 0], [1, 115], [-344, -115]]
[[1, 0], [1, 115], [-689, -345]]
[[1, 0], [1, 116], [-173, -174]]
[[1, 0], [1, 119], [-101, -357]]
[[1, 0], [1, 119], [-50, -119]]
[[1, 0], [1, 11], [-351, -88]]
[[1, 0], [1, 11], [-95, -16]]
[[1, 0], [1, 126], [-26, -189]]
[[1, 0], [1, 12], [-179, -90]]
[[1, 0], [1, 12], [-2087, -348]]
[[1, 0], [1, 12], [-405, -58]]
[[1, 0], [1, 13], [-134, -27]]
[[1, 0], [1, 147], [-11, -588]]
[[1, 0], [1, 147], [-17, -441]]
[[1, 0], [1, 147], [-4, -245]]
[[1, 0], [1, 147], [-8, -147]]
[[1, 0], [1, 14], [-107, -126]]
[[1, 0], [1, 14], [-129, -91]]
[[1, 0], [1, 14], [-1299, -350]]
