[[1, 0], [0, 1], [-102304, -555]]
[[1, 0], [0, 1], [-1104, -13]]
[[1, 0], [0, 1], [-1104, -1]]
[[1, 0], [0, 1], [-1104, -85]]
[[1, 0], [0, 1], [-1105, -1104]]
[[1, 0], [0, 1], [-112, -69]]
[[1, 0], [0, 1], [-1173, -16]]
[[1, 0], [0, 1], [-1184, -1035]]
[[1, 0], [0, 1], [-13271, -576]]
[[1, 0], [0, 1], [-13824, -575]]
[[1, 0], [0, 1], [-15088, -573]]
[[1, 0], [0, 1], [-1840, -789]]
[[1, 0], [0, 1], [-20608, -111]]
[[1, 0], [0, 1], [-207, -128]]
[[1, 0], [0, 1], [-2211, -736]]
[[1, 0], [0, 1], [-2369, -720]]
[[1, 0], [0, 1], [-2448, -713]]
[[1, 0], [0, 1], [-2784, -115]]
[[1, 0], [0, 1], [-2944, -15]]
[[1, 0], [0, 1], [-305808, -553]]
[[1, 0], [0, 1], [-38709, -560]]
[[1, 0], [0, 1], [-4416, -631]]
[[1, 0], [0, 1], [-4416, -7]]
[[1, 0], [0, 1], [-44160, -559]]
[[1, 0], [0, 1], [-44160, -79]]
[[1, 0], [0, 1], [-4976, -621]]
[[1, 0], [0, 1], [-5589, -80]]
[[1, 0], [0, 1], [-576, -23]]
[[1, 0], [0, 1], [-6003, -608]]
[[1, 0], [0, 1], [-69, -16]]
[[1, 0], [0, 1], [-736, -3]]
[[1, 0], [0, 1], [-7797, -112]]
[[1, 0], [1, 10], [-181, -16]]
[[1, 0], [1, 10], [-349, -690]]
[[1, 0], [1, 10], [-3989, -560]]
[[1, 0], [1, 10], [-53, -162]]
[[1, 0], [1, 10], [-629, -80]]
[[1, 0], [1, 10], [-65, -144]]
[[1, 0], [1, 10], [-73, -138]]
[[1, 0], [1, 10], [-853, -112]]
[[1, 0], [1, 111], [-1109, -555]]
[[1, 0], [1, 112], [-139, -112]]
[[1, 0], [1, 112], [-419, -560]]
[[1, 0], [1, 115], [-149, -575]]
[[1, 0], [1, 115], [-49, -115]]
[[1, 0], [1, 115], [-5, -207]]
[[1, 0], [1, 120], [-29, -720]]
[[1, 0], [1, 12], [-1175, -576]]
