[[1, 0], [0, 1], [-11659, -88]]
[[1, 0], [0, 1], [-1179, -8]]
[[1, 0], [0, 1], [-131, -24]]
[[1, 0], [0, 1], [-131, -88]]
[[1, 0], [0, 1], [-131, -8]]
[[1, 0], [0, 1], [-264, -131]]
[[1, 0], [0, 1], [-3275, -24]]
[[1, 0], [0, 1], [-34715, -264]]
[[1, 0], [0, 1], [-4716, -53]]
[[1, 0], [0, 1], [-4716, -89]]
[[1, 0], [0, 1], [-524, -105]]
[[1, 0], [0, 1], [-524, -1]]
[[1, 0], [0, 1], [-524, -21]]
[[1, 0], [0, 1], [-524, -25]]
[[1, 0], [0, 1], [-524, -5]]
[[1, 0], [0, 1], [-525, -524]]
[[1, 0], [0, 1], [-69168, -263]]
[[1, 0], [0, 1], [-788, -393]]
[[1, 0], [1, 10], [-215, -54]]
[[1, 0], [1, 10], [-33, -68]]
[[1, 0], [1, 11], [-1187, -88]]
[[1, 0], [1, 11], [-3299, -264]]
[[1, 0], [1, 11], [-419, -24]]
[[1, 0], [1, 11], [-549, -275]]
[[1, 0], [1, 12], [-1099, -88]]
[[1, 0], [1, 12], [-3035, -264]]
[[1, 0], [1, 12], [-395, -24]]
[[1, 0], [1, 131], [-11, -393]]
[[1, 0], [1, 131], [-5, -131]]
[[1, 0], [1, 131], [-9, -524]]
[[1, 0], [1, 132], [-395, -264]]
[[1, 0], [1, 134], [-133, -268]]
[[1, 0], [1, 13], [-155, -312]]
[[1, 0], [1, 13], [-545, -273]]
[[1, 0], [1, 14], [-1329, -266]]
[[1, 0], [1, 14], [-153, -308]]
[[1, 0], [1, 14], [-59, -40]]
[[1, 0], [1, 16], [-75, -152]]
[[1, 0], [1, 18], [-539, -270]]
[[1, 0], [1, 18], [-89, -30]]
[[1, 0], [1, 22], [-1715, -264]]
[[1, 0], [1, 22], [-25, -26]]
[[1, 0], [1, 22], [-275, -24]]
[[1, 0], [1, 22], [-659, -88]]
[[1, 0], [1, 24], [-143, -288]]
[[1, 0], [1, 24], [-1583, -264]]
[[1, 0], [1, 24], [-263, -24]]
[[1, 0], [1, 24], [-373, -44]]
[[1, 0], [1, 24], [-615, -88]]
[[1, 0], [1, 24], [-857, -132]]
[[1, 0], [1, 262], [-5, -524]]
[[1, 0], [1, 263], [-525, -263]]
[[1, 0], [1, 264], [-263, -264]]
[[1, 0], [1, 2], [-1329, -38]]
[[1, 0], [1, 2], [-133, -4]]
[[1, 0], [1, 2], [-137, -12]]
[[1, 0], [1, 2], [-153, -44]]
[[1, 0], [1, 2], [-1715, -24]]
[[1, 0], [1, 2], [-1715, -286]]
[[1, 0], [1, 2], [-17555, -264]]
[[1, 0], [1, 2], [-1845, -284]]
[[1, 0], [1, 2], [-197, -132]]
[[1, 0], [1, 2], [-4589, -270]]
[[1, 0], [1, 2], [-525, -524]]
[[1, 0], [1, 2], [-531, -14]]
[[1, 0], [1, 2], [-539, -30]]
[[1, 0], [1, 2], [-5939, -88]]
[[1, 0], [1, 2], [-6029, -268]]
[[1, 0], [1, 2], [-659, -8]]
[[1, 0], [1, 2], [-699, -350]]
[[1, 0], [1, 2], [-819, -328]]
[[1, 0], [1, 32], [-35, -72]]
[[1, 0], [1, 33], [-1187, -264]]
[[1, 0], [1, 33], [-483, -88]]
[[1, 0], [1, 35], [-139, -280]]
[[1, 0], [1, 38], [-531, -266]]
[[1, 0], [1, 393], [-5, -393]]
[[1, 0], [1, 3], [-11747, -264]]
[[1, 0], [1, 3], [-1187, -24]]
[[1, 0], [1, 3], [-133, -131]]
[[1, 0], [1, 3], [-185, -31]]
[[1, 0], [1, 3], [-395, -393]]
[[1, 0], [1, 3], [-4003, -88]]
[[1, 0], [1, 3], [-45, -4]]
[[1, 0], [1, 3], [-4805, -267]]
[[1, 0], [1, 3], [-483, -8]]
[[1, 0], [1, 3], [-629, -315]]
[[1, 0], [1, 40], [-69, -140]]
[[1, 0], [1, 44], [-395, -88]]
[[1, 0], [1, 44], [-923, -264]]
[[1, 0], [1, 46], [-137, -276]]
[[1, 0], [1, 4], [-135, -16]]
[[1, 0], [1, 4], [-1379, -276]]
[[1, 0], [1, 4], [-263, -524]]
[[1, 0], [1, 4], [-3035, -88]]
[[1, 0], [1, 4], [-395, -8]]
[[1, 0], [1, 4], [-599, -300]]
[[1, 0], [1, 4], [-8843, -264]]
[[1, 0], [1, 4], [-923, -24]]
[[1, 0], [1, 524], [-3, -524]]
[[1, 0], [1, 53], [-529, -265]]
[[1, 0], [1, 54], [-89, -90]]
[[1, 0], [1, 5], [-139, -40]]
[[1, 0], [1, 5], [-219, -440]]
[[1, 0], [1, 5], [-4769, -265]]
[[1, 0], [1, 66], [-307, -88]]
[[1, 0], [1, 66], [-659, -264]]
[[1, 0], [1, 68], [-135, -272]]
[[1, 0], [1, 69], [-45, -92]]
[[1, 0], [1, 6], [-105, -106]]
[[1, 0], [1, 6], [-197, -396]]
[[1, 0], [1, 6], [-2067, -88]]
[[1, 0], [1, 6], [-307, -8]]
[[1, 0], [1, 6], [-321, -92]]
[[1, 0], [1, 6], [-539, -90]]
[[1, 0], [1, 6], [-5939, -264]]
[[1, 0], [1, 6], [-659, -24]]
[[1, 0], [1, 6], [-89, -10]]
[[1, 0], [1, 7], [-139, -56]]
[[1, 0], [1, 88], [-263, -88]]
[[1, 0], [1, 88], [-329, -132]]
[[1, 0], [1, 88], [-527, -264]]
[[1, 0], [1, 8], [-143, -96]]
[[1, 0], [1, 8], [-1583, -88]]
[[1, 0], [1, 8], [-175, -352]]
[[1, 0], [1, 8], [-2309, -132]]
[[1, 0], [1, 8], [-263, -8]]
[[1, 0], [1, 8], [-329, -12]]
[[1, 0], [1, 8], [-4487, -264]]
[[1, 0], [1, 8], [-527, -24]]
[[1, 0], [1, 8], [-559, -280]]
[[1, 0], [1, 8], [-69, -28]]
