[[1, 0], [0, 1], [-1024, -575]]
[[1, 0], [0, 1], [-115, -64]]
[[1, 0], [0, 1], [-128, -23]]
[[1, 0], [0, 1], [-1311, -512]]
[[1, 0], [0, 1], [-136160, -369]]
[[1, 0], [0, 1], [-1472, -3]]
[[1, 0], [0, 1], [-1472, -491]]
[[1, 0], [0, 1], [-15456, -377]]
[[1, 0], [0, 1], [-15456, -41]]
[[1, 0], [0, 1], [-224, -69]]
[[1, 0], [0, 1], [-2336, -437]]
[[1, 0], [0, 1], [-253, -32]]
[[1, 0], [0, 1], [-2967, -128]]
[[1, 0], [0, 1], [-299, -64]]
[[1, 0], [0, 1], [-3197, -416]]
[[1, 0], [0, 1], [-3680, -409]]
[[1, 0], [0, 1], [-3680, -9]]
[[1, 0], [0, 1], [-384, -23]]
[[1, 0], [0, 1], [-45632, -123]]
[[1, 0], [0, 1], [-45632, -371]]
[[1, 0], [0, 1], [-529, -160]]
[[1, 0], [0, 1], [-6272, -391]]
[[1, 0], [0, 1], [-6624, -125]]
[[1, 0], [0, 1], [-6624, -53]]
[[1, 0], [0, 1], [-69, -32]]
[[1, 0], [0, 1], [-736, -1]]
[[1, 0], [0, 1], [-737, -736]]
[[1, 0], [0, 1], [-8855, -384]]
[[1, 0], [1, 10], [-11, -46]]
[[1, 0], [1, 10], [-149, -690]]
[[1, 0], [1, 10], [-155, -78]]
[[1, 0], [1, 10], [-1553, -74]]
[[1, 0], [1, 10], [-17, -32]]
[[1, 0], [1, 10], [-209, -480]]
[[1, 0], [1, 10], [-369, -10]]
[[1, 0], [1, 10], [-409, -410]]
[[1, 0], [1, 10], [-7029, -370]]
[[1, 0], [1, 112], [-27, -448]]
[[1, 0], [1, 11], [-5, -23]]
[[1, 0], [1, 120], [-9, -160]]
[[1, 0], [1, 123], [-1475, -369]]
[[1, 0], [1, 123], [-737, -123]]
[[1, 0], [1, 124], [-185, -124]]
[[1, 0], [1, 124], [-371, -372]]
[[1, 0], [1, 128], [-47, -128]]
[[1, 0], [1, 128], [-59, -192]]
[[1, 0], [1, 128], [-95, -384]]
[[1, 0], [1, 12], [-1053, -124]]
[[1, 0], [1, 12], [-125, -672]]
[[1, 0], [1, 12], [-185, -12]]
[[1, 0], [1, 12], [-221, -444]]
[[1, 0], [1, 12], [-279, -128]]
[[1, 0], [1, 12], [-2975, -372]]
[[1, 0], [1, 12], [-65, -44]]
[[1, 0], [1, 12], [-791, -384]]
[[1, 0], [1, 138], [-17, -138]]
[[1, 0], [1, 138], [-35, -414]]
[[1, 0], [1, 13], [-285, -416]]
[[1, 0], [1, 13], [-29, -32]]
[[1, 0], [1, 14], [-377, -126]]
[[1, 0], [1, 15], [-49, -160]]
[[1, 0], [1, 15], [-499, -125]]
[[1, 0], [1, 16], [-123, -496]]
[[1, 0], [1, 16], [-215, -128]]
[[1, 0], [1, 16], [-233, -416]]
[[1, 0], [1, 16], [-25, -32]]
[[1, 0], [1, 16], [-27, -64]]
[[1, 0], [1, 16], [-29, -96]]
[[1, 0], [1, 16], [-35, -192]]
[[1, 0], [1, 16], [-599, -384]]
[[1, 0], [1, 16], [-93, -736]]
[[1, 0], [1, 17], [-101, -544]]
[[1, 0], [1, 17], [-39, -23]]
[[1, 0], [1, 17], [-407, -391]]
[[1, 0], [1, 184], [-11, -552]]
[[1, 0], [1, 184], [-5, -184]]
[[1, 0], [1, 184], [-9, -736]]
[[1, 0], [1, 18], [-125, -42]]
[[1, 0], [1, 18], [-215, -414]]
[[1, 0], [1, 18], [-31, -46]]
[[1, 0], [1, 18], [-77, -138]]
[[1, 0], [1, 192], [-71, -384]]
