[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1001, -208, -22]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1014, -90, -65]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10166, -1173, -390]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10179, -5220, -260]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1018212, -77896, -427]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10192, -1560, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-102297, -7826, -42]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10296, -728, -63]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10335, -689, -105]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1038960, -78624, -1295]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -10, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -12, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -13, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -36, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -39, -24]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -42, -21]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -48, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -56, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -72, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -91, -28]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1040, -120, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1040, -156, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1040, -360, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1040, -390, -9]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1040, -624, -15]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1040, -65, -14]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1040, -715, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-105, -65, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-105, -78, -26]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-105, -91, -13]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1053, -216, -26]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1053, -234, -8]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1053, -54, -26]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1053, -540, -26]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1053, -78, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-106, -53, -52]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1066, -451, -286]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1066, -533, -40]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-106665, -7658, -546]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10686, -548, -273]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10764, -819, -8]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-108, -104, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1080, -1040, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10920, -1575, -104]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10920, -735, -104]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-110, -65, -44]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1105, -390, -34]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1105, -70, -14]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-11115, -455, -399]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-11115, -819, -35]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-111228, -8463, -92]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-112, -104, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1131, -348, -260]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-11310, -609, -260]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-11388, -511, -364]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-114036, -7224, -1547]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1144, -110, -65]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1144, -120, -55]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1144, -165, -10]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-115752, -35139, -476]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-11609, -4446, -18]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -18, -8]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -24, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -26, -18]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -36, -26]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -52, -10]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -6, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -60, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -7, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -72, -26]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -78, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1170, -260, -9]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1170, -494, -45]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1170, -63, -26]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1170, -84, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1170, -897, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-11739, -5460, -860]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-11752, -791, -112]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1196, -299, -68]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1196, -644, -91]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-120, -104, -15]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-120, -80, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12025, -910, -14]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1209, -620, -30]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1209, -78, -14]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1209, -91, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12090, -9269, -30]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12194, -4221, -468]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12207, -2504, -312]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1222, -468, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1222, -91, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1235, -208, -76]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1248, -56, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1248, -91, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-124956, -8099, -1512]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12558, -5681, -114]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12584, -1815, -120]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-126126, -19305, -98]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12636, -728, -243]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1274, -468, -21]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-127855, -29224, -280]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12844, -1690, -285]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1287, -208, -88]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1287, -77, -21]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1287, -91, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12870, -924, -65]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1288, -1196, -91]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -1, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -10, -6]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -13, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -13, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -13, -9]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -2, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -3, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -4, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -5, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -6, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -7, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -8, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -104, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -13, -6]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -130, -29]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -130, -9]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -16, -13]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -34, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -36, -13]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -39, -10]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -45, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -5, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -65, -14]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -65, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -7, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-130, -78, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1300, -195, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1300, -91, -8]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-131781, -9919, -217]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13195, -3016, -28]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1326, -84, -17]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1326, -884, -33]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13260, -1989, -50]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13299, -1001, -21]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-133029, -9854, -378]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-134420, -10010, -329]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13481, -854, -182]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-134940, -103454, -345]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-135044, -20670, -105]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1352, -195, -12]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1352, -507, -12]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1353, -1066, -286]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13624, -1965, -130]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-136422, -9009, -1484]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1365, -210, -104]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1365, -312, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1365, -650, -84]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1365, -98, -6]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1378, -477, -52]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1378, -53, -52]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1378, -91, -14]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13832, -4199, -56]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13845, -994, -70]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-14, -14, -13]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-140, -104, -35]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-14014, -2145, -10]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1404, -104, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1404, -195, -20]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-143, -16, -16]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-143, -65, -11]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1430, -374, -65]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1430, -65, -44]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1430, -858, -21]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-14391, -819, -287]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-144, -104, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-144, -117, -26]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1456, -104, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1456, -195, -28]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1456, -208, -15]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1456, -210, -13]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1456, -98, -13]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-14586, -2210, -33]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1470, -1274, -195]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-147498, -11284, -61]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1485, -1430, -54]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-149110, -11284, -185]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1495, -91, -23]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15, -13, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15067, -3172, -304]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15080, -5655, -144]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15093, -1118, -42]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-151528, -10199, -1456]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1521, -338, -12]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15249, -7820, -390]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15405, -1106, -78]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1541644, -117299, -1288]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -104, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -13, -10]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -18, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -20, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -32, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -34, -13]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -52, -19]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -7, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -78, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -8, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -80, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-156, -91, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1560, -104, -15]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1560, -105, -14]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1560, -112, -7]]
