[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10, -3, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-10, -8, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -39, -12]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-105, -84, -20]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-112, -48, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12, -12, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12, -3, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12, -4, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-14, -3, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15, -10, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15, -12, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-16, -4, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-16, -6, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-18, -9, -8]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-2, -1, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-20, -5, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-20, -6, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-200, -75, -24]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-24, -20, -15]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-24, -8, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-24, -9, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-25, -20, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-28, -12, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-28, -7, -6]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-3, -3, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-30, -24, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-30, -9, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-308, -132, -21]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-32, -12, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-35, -20, -14]]
