[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-100, -25, -24]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -20, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-104, -48, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1040, -480, -39]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-11, -8, -2]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-112, -20, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1144, -220, -65]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-117, -104, -12]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12, -1, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-12, -7, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-120, -24, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-120, -25, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-120, -84, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -13, -12]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-13, -8, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-132, -77, -21]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-133, -76, -56]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1344, -320, -15]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-136, -51, -16]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-144, -20, -15]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-144, -30, -5]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-1464, -305, -60]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-15, -8, -6]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-16, -16, -11]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-16, -16, -3]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-16, -2, -1]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-16, -7, -4]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-160, -112, -7]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-160, -64, -15]]
[[1, 0, 0], [0, 1, 0], [0, 0, 1], [-165, -120, -44]]
